Agent,Answered (Y/N),Avg Talk Duration,Call Id,Date,Resolved,Time,Topic,Satisfaction rating,Speed of answer in seconds
Jim,Y,30-12-1899 00:02:36,ID3879,2021-03-09,Y,30-12-1899 13:26:24,Payment related,4,88
Jim,Y,30-12-1899 00:02:35,ID4260,2021-03-16,Y,30-12-1899 14:13:55,Payment related,4,65
Jim,Y,30-12-1899 00:05:10,ID4550,2021-03-22,Y,30-12-1899 11:19:41,Payment related,4,88
Jim,Y,30-12-1899 00:03:25,ID4734,2021-03-25,Y,30-12-1899 16:39:22,Payment related,4,85
Joe,Y,30-12-1899 00:06:43,ID1074,2021-01-19,Y,30-12-1899 14:22:34,Payment related,4,91
Joe,Y,30-12-1899 00:01:11,ID1279,2021-01-23,Y,30-12-1899 17:24:00,Payment related,4,19
Joe,Y,30-12-1899 00:05:43,ID1316,2021-01-24,Y,30-12-1899 13:00:29,Payment related,4,19
Joe,Y,30-12-1899 00:06:36,ID1340,2021-01-25,Y,30-12-1899 09:15:50,Payment related,4,104
Joe,Y,30-12-1899 00:04:24,ID1642,2021-01-30,Y,30-12-1899 10:09:07,Payment related,4,77
Joe,Y,30-12-1899 00:05:46,ID1751,2021-01-31,Y,30-12-1899 14:44:10,Payment related,4,37
Joe,Y,30-12-1899 00:02:57,ID1802,2021-02-01,Y,30-12-1899 13:24:58,Payment related,4,51
Joe,Y,30-12-1899 00:01:02,ID2211,2021-02-08,Y,30-12-1899 10:07:41,Payment related,4,24
Joe,Y,30-12-1899 00:05:35,ID2861,2021-02-19,Y,30-12-1899 15:33:07,Payment related,4,109
Joe,Y,30-12-1899 00:02:10,ID2948,2021-02-21,Y,30-12-1899 10:22:05,Payment related,4,16
Joe,Y,30-12-1899 00:05:13,ID2994,2021-02-21,Y,30-12-1899 17:21:07,Payment related,4,68
Joe,Y,30-12-1899 00:00:37,ID2953,2021-02-21,Y,30-12-1899 11:12:29,Payment related,4,115
Joe,Y,30-12-1899 00:04:59,ID3089,2021-02-23,Y,30-12-1899 15:47:31,Payment related,4,52
Joe,Y,30-12-1899 00:01:50,ID3174,2021-02-25,Y,30-12-1899 11:42:43,Payment related,4,76
Joe,Y,30-12-1899 00:06:17,ID3190,2021-02-25,Y,30-12-1899 14:11:02,Payment related,4,125
Joe,Y,30-12-1899 00:00:49,ID3379,2021-02-28,Y,30-12-1899 16:06:14,Payment related,4,64
Joe,Y,30-12-1899 00:03:26,ID3827,2021-03-08,Y,30-12-1899 13:50:53,Payment related,4,44
Joe,Y,30-12-1899 00:02:14,ID3998,2021-03-11,Y,30-12-1899 13:59:31,Payment related,4,95
Joe,Y,30-12-1899 00:05:08,ID4143,2021-03-14,Y,30-12-1899 13:09:07,Payment related,4,40
Joe,Y,30-12-1899 00:04:30,ID4394,2021-03-19,Y,30-12-1899 12:14:24,Payment related,4,102
Joe,Y,30-12-1899 00:02:03,ID4616,2021-03-23,Y,30-12-1899 15:27:22,Payment related,4,83
Martha,Y,30-12-1899 00:06:03,ID1001,2021-01-18,Y,30-12-1899 12:48:58,Payment related,4,24
Martha,Y,30-12-1899 00:03:33,ID1071,2021-01-19,Y,30-12-1899 13:45:07,Payment related,4,104
Martha,Y,30-12-1899 00:02:54,ID1178,2021-01-21,Y,30-12-1899 17:36:58,Payment related,4,114
Martha,Y,30-12-1899 00:05:05,ID1196,2021-01-22,Y,30-12-1899 11:42:43,Payment related,4,39
Martha,Y,30-12-1899 00:01:06,ID1456,2021-01-26,Y,30-12-1899 16:00:29,Payment related,4,50
Martha,Y,30-12-1899 00:06:24,ID1523,2021-01-28,Y,30-12-1899 09:12:58,Payment related,4,38
Martha,Y,30-12-1899 00:03:09,ID1598,2021-01-29,Y,30-12-1899 12:51:50,Payment related,4,98
Martha,Y,30-12-1899 00:04:23,ID1902,2021-02-03,Y,30-12-1899 11:12:29,Payment related,4,14
Martha,Y,30-12-1899 00:04:27,ID2182,2021-02-07,Y,30-12-1899 14:08:10,Payment related,4,40
Martha,Y,30-12-1899 00:04:17,ID2187,2021-02-07,Y,30-12-1899 15:20:10,Payment related,4,105
Martha,Y,30-12-1899 00:01:29,ID2420,2021-02-11,Y,30-12-1899 14:25:26,Payment related,4,83
Martha,Y,30-12-1899 00:00:30,ID2734,2021-02-17,Y,30-12-1899 11:42:43,Payment related,4,67
Martha,Y,30-12-1899 00:02:52,ID3116,2021-02-24,Y,30-12-1899 14:24:00,Payment related,4,26
Martha,Y,30-12-1899 00:04:36,ID3473,2021-03-02,Y,30-12-1899 12:47:31,Payment related,4,67
Martha,Y,30-12-1899 00:06:59,ID3487,2021-03-02,Y,30-12-1899 14:57:07,Payment related,4,75
Martha,Y,30-12-1899 00:04:43,ID3557,2021-03-03,Y,30-12-1899 16:06:14,Payment related,4,65
Martha,Y,30-12-1899 00:05:08,ID3549,2021-03-03,Y,30-12-1899 15:50:24,Payment related,4,89
Martha,Y,30-12-1899 00:05:58,ID3624,2021-03-04,Y,30-12-1899 16:30:43,Payment related,4,105
Martha,Y,30-12-1899 00:06:44,ID3765,2021-03-07,Y,30-12-1899 12:33:07,Payment related,4,70
Martha,Y,30-12-1899 00:04:34,ID4314,2021-03-17,Y,30-12-1899 16:42:14,Payment related,4,51
Martha,Y,30-12-1899 00:02:52,ID4461,2021-03-20,Y,30-12-1899 15:44:38,Payment related,4,56
Martha,Y,30-12-1899 00:06:18,ID4474,2021-03-20,Y,30-12-1899 17:57:07,Payment related,4,93
Martha,Y,30-12-1899 00:05:51,ID4728,2021-03-25,Y,30-12-1899 16:01:55,Payment related,4,119
Martha,Y,30-12-1899 00:06:11,ID4699,2021-03-25,Y,30-12-1899 10:27:50,Payment related,4,124
Martha,Y,30-12-1899 00:03:30,ID4845,2021-03-27,Y,30-12-1899 16:58:05,Payment related,4,108
Stewart,Y,30-12-1899 00:04:08,ID1101,2021-01-20,Y,30-12-1899 10:22:05,Payment related,4,24
Stewart,Y,30-12-1899 00:04:24,ID1096,2021-01-20,Y,30-12-1899 09:46:05,Payment related,4,54
Stewart,Y,30-12-1899 00:03:14,ID1360,2021-01-25,Y,30-12-1899 11:54:14,Payment related,4,73
Stewart,Y,30-12-1899 00:04:37,ID1430,2021-01-26,Y,30-12-1899 12:56:10,Payment related,4,28
Stewart,Y,30-12-1899 00:06:13,ID1663,2021-01-30,Y,30-12-1899 12:48:58,Payment related,4,116
Stewart,Y,30-12-1899 00:01:22,ID1800,2021-02-01,Y,30-12-1899 13:01:55,Payment related,4,72
Stewart,Y,30-12-1899 00:06:25,ID1870,2021-02-02,Y,30-12-1899 15:30:14,Payment related,4,63
Stewart,Y,30-12-1899 00:02:36,ID2123,2021-02-06,Y,30-12-1899 12:33:07,Payment related,4,48
Stewart,Y,30-12-1899 00:04:42,ID2582,2021-02-14,Y,30-12-1899 16:50:53,Payment related,4,62
Stewart,Y,30-12-1899 00:03:41,ID2646,2021-02-15,Y,30-12-1899 17:11:02,Payment related,4,42
Stewart,Y,30-12-1899 00:06:05,ID3075,2021-02-23,Y,30-12-1899 14:34:05,Payment related,4,69
Stewart,Y,30-12-1899 00:05:19,ID3260,2021-02-26,Y,30-12-1899 16:58:05,Payment related,4,23
Stewart,Y,30-12-1899 00:06:39,ID3318,2021-02-27,Y,30-12-1899 16:37:55,Payment related,4,111
Stewart,Y,30-12-1899 00:01:24,ID3402,2021-03-01,Y,30-12-1899 11:13:55,Payment related,4,40
Stewart,Y,30-12-1899 00:04:42,ID3568,2021-03-04,Y,30-12-1899 09:40:19,Payment related,4,44
Stewart,Y,30-12-1899 00:05:30,ID3659,2021-03-05,Y,30-12-1899 13:26:24,Payment related,4,111
Stewart,Y,30-12-1899 00:05:19,ID3822,2021-03-08,Y,30-12-1899 13:10:34,Payment related,4,109
Stewart,Y,30-12-1899 00:01:42,ID4346,2021-03-18,Y,30-12-1899 12:51:50,Payment related,4,64
Stewart,Y,30-12-1899 00:05:53,ID4714,2021-03-25,Y,30-12-1899 13:40:48,Payment related,4,53
Stewart,Y,30-12-1899 00:04:12,ID4820,2021-03-27,Y,30-12-1899 14:36:58,Payment related,4,35
Becky,Y,30-12-1899 00:02:57,ID1125,2021-01-20,Y,30-12-1899 16:20:38,Payment related,5,52
Becky,Y,30-12-1899 00:04:58,ID1634,2021-01-30,Y,30-12-1899 09:05:46,Payment related,5,84
Becky,Y,30-12-1899 00:03:33,ID2147,2021-02-06,Y,30-12-1899 17:35:31,Payment related,5,84
Becky,Y,30-12-1899 00:06:44,ID2177,2021-02-07,Y,30-12-1899 13:48:00,Payment related,5,111
Becky,Y,30-12-1899 00:01:16,ID2247,2021-02-09,Y,30-12-1899 09:12:58,Payment related,5,83
Becky,Y,30-12-1899 00:02:50,ID2341,2021-02-10,Y,30-12-1899 15:05:46,Payment related,5,64
Becky,Y,30-12-1899 00:02:42,ID2331,2021-02-10,Y,30-12-1899 12:59:02,Payment related,5,65
Becky,Y,30-12-1899 00:06:47,ID2573,2021-02-14,Y,30-12-1899 15:34:34,Payment related,5,66
Becky,Y,30-12-1899 00:02:28,ID2625,2021-02-15,Y,30-12-1899 13:39:22,Payment related,5,47
Becky,Y,30-12-1899 00:00:37,ID3421,2021-03-01,Y,30-12-1899 13:36:29,Payment related,5,69
Becky,Y,30-12-1899 00:03:43,ID3485,2021-03-02,Y,30-12-1899 14:34:05,Payment related,5,91
Becky,Y,30-12-1899 00:02:32,ID4205,2021-03-15,Y,30-12-1899 16:04:48,Payment related,5,28
Becky,Y,30-12-1899 00:04:13,ID4802,2021-03-27,Y,30-12-1899 11:45:36,Payment related,5,124
Dan,Y,30-12-1899 00:06:11,ID1326,2021-01-24,Y,30-12-1899 15:48:58,Payment related,5,14
Dan,Y,30-12-1899 00:03:39,ID1325,2021-01-24,Y,30-12-1899 15:48:58,Payment related,5,116
Dan,Y,30-12-1899 00:06:48,ID1419,2021-01-26,Y,30-12-1899 10:59:31,Payment related,5,68
Dan,Y,30-12-1899 00:00:51,ID1405,2021-01-26,Y,30-12-1899 09:30:14,Payment related,5,113
Dan,Y,30-12-1899 00:06:11,ID1532,2021-01-28,Y,30-12-1899 10:52:19,Payment related,5,104
Dan,Y,30-12-1899 00:01:09,ID1577,2021-01-29,Y,30-12-1899 09:08:38,Payment related,5,87
Dan,Y,30-12-1899 00:01:21,ID1729,2021-01-31,Y,30-12-1899 11:39:50,Payment related,5,79
Dan,Y,30-12-1899 00:06:50,ID2152,2021-02-07,Y,30-12-1899 09:28:48,Payment related,5,11
Dan,Y,30-12-1899 00:06:48,ID2246,2021-02-08,Y,30-12-1899 17:57:07,Payment related,5,38
Dan,Y,30-12-1899 00:06:20,ID2993,2021-02-21,Y,30-12-1899 17:21:07,Payment related,5,43
Dan,Y,30-12-1899 00:06:33,ID2987,2021-02-21,Y,30-12-1899 16:23:31,Payment related,5,100
Dan,Y,30-12-1899 00:04:10,ID3346,2021-02-28,Y,30-12-1899 11:12:29,Payment related,5,37
Dan,Y,30-12-1899 00:01:00,ID3844,2021-03-08,Y,30-12-1899 17:00:58,Payment related,5,71
Dan,Y,30-12-1899 00:01:50,ID4304,2021-03-17,Y,30-12-1899 14:21:07,Payment related,5,29
Dan,Y,30-12-1899 00:05:47,ID4640,2021-03-24,Y,30-12-1899 09:00:00,Payment related,5,61
Dan,Y,30-12-1899 00:05:33,ID4832,2021-03-27,Y,30-12-1899 15:46:05,Payment related,5,69
Dan,Y,30-12-1899 00:03:40,ID4874,2021-03-28,Y,30-12-1899 16:01:55,Payment related,5,112
Diane,Y,30-12-1899 00:01:44,ID1258,2021-01-23,Y,30-12-1899 12:14:24,Payment related,5,33
Diane,Y,30-12-1899 00:06:38,ID1401,2021-01-25,Y,30-12-1899 17:32:38,Payment related,5,19
Diane,Y,30-12-1899 00:01:22,ID1448,2021-01-26,Y,30-12-1899 15:25:55,Payment related,5,125
Diane,Y,30-12-1899 00:04:32,ID1915,2021-02-03,Y,30-12-1899 12:53:17,Payment related,5,89
Diane,Y,30-12-1899 00:03:08,ID2019,2021-02-04,Y,30-12-1899 17:09:36,Payment related,5,90
Diane,Y,30-12-1899 00:04:40,ID2364,2021-02-10,Y,30-12-1899 17:44:10,Payment related,5,108
Diane,Y,30-12-1899 00:02:08,ID2391,2021-02-11,Y,30-12-1899 12:04:19,Payment related,5,18
Diane,Y,30-12-1899 00:00:48,ID2633,2021-02-15,Y,30-12-1899 14:44:10,Payment related,5,18
Diane,Y,30-12-1899 00:03:23,ID3074,2021-02-23,Y,30-12-1899 14:28:19,Payment related,5,121
Diane,Y,30-12-1899 00:06:47,ID3162,2021-02-25,Y,30-12-1899 10:19:12,Payment related,5,82
Diane,Y,30-12-1899 00:02:05,ID3306,2021-02-27,Y,30-12-1899 14:58:34,Payment related,5,117
Diane,Y,30-12-1899 00:07:00,ID3805,2021-03-08,Y,30-12-1899 10:24:58,Payment related,5,72
Diane,Y,30-12-1899 00:03:29,ID4249,2021-03-16,Y,30-12-1899 13:29:17,Payment related,5,76
Diane,Y,30-12-1899 00:00:34,ID4660,2021-03-24,Y,30-12-1899 11:11:02,Payment related,5,80
Diane,Y,30-12-1899 00:04:14,ID4934,2021-03-29,Y,30-12-1899 15:11:31,Payment related,5,109
Greg,Y,30-12-1899 00:05:48,ID1043,2021-01-19,Y,30-12-1899 10:19:12,Payment related,5,116
Greg,Y,30-12-1899 00:04:12,ID1226,2021-01-22,Y,30-12-1899 17:25:26,Payment related,5,115
Greg,Y,30-12-1899 00:05:55,ID1260,2021-01-23,Y,30-12-1899 12:43:12,Payment related,5,29
Greg,Y,30-12-1899 00:05:46,ID1961,2021-02-04,Y,30-12-1899 10:04:48,Payment related,5,41
Greg,Y,30-12-1899 00:01:44,ID2124,2021-02-06,Y,30-12-1899 12:33:07,Payment related,5,106
Greg,Y,30-12-1899 00:01:57,ID2270,2021-02-09,Y,30-12-1899 12:50:24,Payment related,5,52
Greg,Y,30-12-1899 00:06:21,ID2676,2021-02-16,Y,30-12-1899 13:03:22,Payment related,5,125
Greg,Y,30-12-1899 00:03:25,ID2874,2021-02-19,Y,30-12-1899 17:38:24,Payment related,5,58
Greg,Y,30-12-1899 00:02:12,ID3214,2021-02-25,Y,30-12-1899 17:24:00,Payment related,5,108
Greg,Y,30-12-1899 00:05:09,ID3361,2021-02-28,Y,30-12-1899 13:14:53,Payment related,5,84
Greg,Y,30-12-1899 00:01:13,ID3835,2021-03-08,Y,30-12-1899 15:04:19,Payment related,5,41
Greg,Y,30-12-1899 00:03:59,ID4177,2021-03-15,Y,30-12-1899 10:00:29,Payment related,5,74
Greg,Y,30-12-1899 00:05:27,ID4244,2021-03-16,Y,30-12-1899 12:48:58,Payment related,5,63
Greg,Y,30-12-1899 00:04:05,ID4608,2021-03-23,Y,30-12-1899 13:52:19,Payment related,5,111
Greg,Y,30-12-1899 00:06:11,ID4678,2021-03-24,Y,30-12-1899 15:17:17,Payment related,5,33
Greg,Y,30-12-1899 00:03:52,ID4811,2021-03-27,Y,30-12-1899 13:23:31,Payment related,5,103
Jim,Y,30-12-1899 00:01:36,ID1061,2021-01-19,Y,30-12-1899 13:14:53,Payment related,5,19
Jim,Y,30-12-1899 00:06:06,ID1051,2021-01-19,Y,30-12-1899 11:44:10,Payment related,5,64
Jim,Y,30-12-1899 00:06:42,ID1745,2021-01-31,Y,30-12-1899 14:05:17,Payment related,5,124
Jim,Y,30-12-1899 00:05:09,ID2232,2021-02-08,Y,30-12-1899 14:55:41,Payment related,5,51
Jim,Y,30-12-1899 00:01:52,ID2465,2021-02-12,Y,30-12-1899 12:50:24,Payment related,5,58
Jim,Y,30-12-1899 00:06:18,ID3058,2021-02-23,Y,30-12-1899 10:49:26,Payment related,5,17
Jim,Y,30-12-1899 00:00:32,ID3111,2021-02-24,Y,30-12-1899 13:49:26,Payment related,5,103
Jim,Y,30-12-1899 00:05:00,ID3477,2021-03-02,Y,30-12-1899 13:07:41,Payment related,5,56
Jim,Y,30-12-1899 00:00:42,ID3738,2021-03-06,Y,30-12-1899 16:32:10,Payment related,5,125
Jim,Y,30-12-1899 00:03:20,ID4029,2021-03-12,Y,30-12-1899 10:01:55,Payment related,5,108
Joe,Y,30-12-1899 00:03:05,ID1293,2021-01-24,Y,30-12-1899 09:24:29,Payment related,5,95
Joe,Y,30-12-1899 00:03:57,ID1845,2021-02-02,Y,30-12-1899 09:20:10,Payment related,5,118
Joe,Y,30-12-1899 00:01:25,ID1998,2021-02-04,Y,30-12-1899 13:53:46,Payment related,5,124
Joe,Y,30-12-1899 00:04:39,ID2516,2021-02-13,Y,30-12-1899 13:16:19,Payment related,5,75
Joe,Y,30-12-1899 00:06:19,ID3012,2021-02-22,Y,30-12-1899 13:01:55,Payment related,5,34
Joe,Y,30-12-1899 00:04:56,ID3140,2021-02-24,Y,30-12-1899 17:13:55,Payment related,5,21
Joe,Y,30-12-1899 00:02:55,ID3112,2021-02-24,Y,30-12-1899 13:49:26,Payment related,5,98
Joe,Y,30-12-1899 00:01:21,ID3269,2021-02-26,Y,30-12-1899 17:42:43,Payment related,5,42
Joe,Y,30-12-1899 00:03:26,ID3787,2021-03-07,Y,30-12-1899 15:36:00,Payment related,5,10
Joe,Y,30-12-1899 00:06:19,ID4416,2021-03-19,Y,30-12-1899 16:27:50,Payment related,5,105
Joe,Y,30-12-1899 00:02:49,ID4663,2021-03-24,Y,30-12-1899 12:18:43,Payment related,5,31
Joe,Y,30-12-1899 00:04:36,ID4646,2021-03-24,Y,30-12-1899 09:43:12,Payment related,5,78
Joe,Y,30-12-1899 00:03:12,ID4892,2021-03-29,Y,30-12-1899 09:50:24,Payment related,5,23
Martha,Y,30-12-1899 00:02:06,ID1058,2021-01-19,Y,30-12-1899 12:40:19,Payment related,5,42
Martha,Y,30-12-1899 00:00:41,ID1824,2021-02-01,Y,30-12-1899 16:14:53,Payment related,5,44
Martha,Y,30-12-1899 00:04:45,ID1820,2021-02-01,Y,30-12-1899 14:35:31,Payment related,5,101
Martha,Y,30-12-1899 00:03:08,ID1945,2021-02-03,Y,30-12-1899 16:48:00,Payment related,5,98
Martha,Y,30-12-1899 00:01:49,ID2001,2021-02-04,Y,30-12-1899 14:47:02,Payment related,5,28
Martha,Y,30-12-1899 00:05:06,ID2055,2021-02-05,Y,30-12-1899 11:49:55,Payment related,5,61
Martha,Y,30-12-1899 00:00:31,ID2520,2021-02-13,Y,30-12-1899 14:28:19,Payment related,5,79
Martha,Y,30-12-1899 00:02:51,ID2865,2021-02-19,Y,30-12-1899 16:04:48,Payment related,5,71
Martha,Y,30-12-1899 00:01:04,ID3475,2021-03-02,Y,30-12-1899 13:00:29,Payment related,5,54
Martha,Y,30-12-1899 00:05:15,ID3461,2021-03-02,Y,30-12-1899 10:29:17,Payment related,5,86
Martha,Y,30-12-1899 00:00:54,ID3711,2021-03-06,Y,30-12-1899 11:28:19,Payment related,5,106
Martha,Y,30-12-1899 00:01:02,ID3764,2021-03-07,Y,30-12-1899 12:21:36,Payment related,5,35
Martha,Y,30-12-1899 00:05:10,ID3982,2021-03-11,Y,30-12-1899 12:31:41,Payment related,5,67
Martha,Y,30-12-1899 00:02:25,ID4593,2021-03-23,Y,30-12-1899 09:18:43,Payment related,5,51
Martha,Y,30-12-1899 00:01:03,ID4902,2021-03-29,Y,30-12-1899 11:05:17,Payment related,5,111
Stewart,Y,30-12-1899 00:00:34,ID1113,2021-01-20,Y,30-12-1899 13:00:29,Payment related,5,34
Stewart,Y,30-12-1899 00:01:34,ID1114,2021-01-20,Y,30-12-1899 13:00:29,Payment related,5,64
Stewart,Y,30-12-1899 00:01:25,ID1497,2021-01-27,Y,30-12-1899 15:21:36,Payment related,5,10
Stewart,Y,30-12-1899 00:01:23,ID1951,2021-02-03,Y,30-12-1899 17:06:43,Payment related,5,109
Stewart,Y,30-12-1899 00:01:20,ID2201,2021-02-07,Y,30-12-1899 16:43:41,Payment related,5,111
Stewart,Y,30-12-1899 00:05:51,ID2665,2021-02-16,Y,30-12-1899 11:12:29,Payment related,5,14
Stewart,Y,30-12-1899 00:06:57,ID3109,2021-02-24,Y,30-12-1899 13:35:02,Payment related,5,71
Stewart,Y,30-12-1899 00:04:32,ID3389,2021-03-01,Y,30-12-1899 09:07:12,Payment related,5,111
Stewart,Y,30-12-1899 00:01:39,ID3552,2021-03-03,Y,30-12-1899 15:54:43,Payment related,5,121
Stewart,Y,30-12-1899 00:02:15,ID3692,2021-03-06,Y,30-12-1899 09:00:00,Payment related,5,85
Stewart,Y,30-12-1899 00:05:31,ID4031,2021-03-12,Y,30-12-1899 10:03:22,Payment related,5,22
Becky,Y,30-12-1899 00:02:11,ID1133,2021-01-21,Y,30-12-1899 09:20:10,Streaming,1,39
Becky,Y,30-12-1899 00:00:39,ID2577,2021-02-14,Y,30-12-1899 16:37:55,Streaming,1,70
Becky,Y,30-12-1899 00:05:02,ID2719,2021-02-17,Y,30-12-1899 09:59:02,Streaming,1,36
Becky,Y,30-12-1899 00:05:22,ID2894,2021-02-20,Y,30-12-1899 11:34:05,Streaming,1,70
Becky,Y,30-12-1899 00:05:16,ID3038,2021-02-22,Y,30-12-1899 16:39:22,Streaming,1,95
Becky,Y,30-12-1899 00:03:34,ID3099,2021-02-23,Y,30-12-1899 17:29:46,Streaming,1,52
Becky,Y,30-12-1899 00:04:00,ID3247,2021-02-26,Y,30-12-1899 15:01:26,Streaming,1,10
Becky,Y,30-12-1899 00:05:06,ID3358,2021-02-28,Y,30-12-1899 12:40:19,Streaming,1,101
Becky,Y,30-12-1899 00:03:38,ID3829,2021-03-08,Y,30-12-1899 13:55:12,Streaming,1,17
Becky,Y,30-12-1899 00:00:43,ID4112,2021-03-13,Y,30-12-1899 16:17:46,Streaming,1,22
Becky,Y,30-12-1899 00:01:24,ID4209,2021-03-15,Y,30-12-1899 17:05:17,Streaming,1,92
Becky,Y,30-12-1899 00:04:12,ID4690,2021-03-24,Y,30-12-1899 16:30:43,Streaming,1,61
Dan,Y,30-12-1899 00:06:37,ID1461,2021-01-26,Y,30-12-1899 17:52:48,Streaming,1,82
Dan,Y,30-12-1899 00:05:15,ID3209,2021-02-25,Y,30-12-1899 17:06:43,Streaming,1,82
Dan,Y,30-12-1899 00:00:57,ID4020,2021-03-11,Y,30-12-1899 17:39:50,Streaming,1,91
Dan,Y,30-12-1899 00:01:05,ID3995,2021-03-11,Y,30-12-1899 13:56:38,Streaming,1,100
Dan,Y,30-12-1899 00:03:00,ID4607,2021-03-23,Y,30-12-1899 13:52:19,Streaming,1,80
Diane,Y,30-12-1899 00:06:30,ID1308,2021-01-24,Y,30-12-1899 11:11:02,Streaming,1,55
Diane,Y,30-12-1899 00:03:26,ID1549,2021-01-28,Y,30-12-1899 13:19:12,Streaming,1,45
Diane,Y,30-12-1899 00:06:11,ID1895,2021-02-03,Y,30-12-1899 10:20:38,Streaming,1,85
Diane,Y,30-12-1899 00:05:10,ID2028,2021-02-05,Y,30-12-1899 09:15:50,Streaming,1,28
Diane,Y,30-12-1899 00:02:16,ID3070,2021-02-23,Y,30-12-1899 13:37:55,Streaming,1,76
Diane,Y,30-12-1899 00:04:31,ID4469,2021-03-20,Y,30-12-1899 17:32:38,Streaming,1,34
Diane,Y,30-12-1899 00:04:13,ID4785,2021-03-26,Y,30-12-1899 16:52:19,Streaming,1,27
Greg,Y,30-12-1899 00:06:38,ID1886,2021-02-03,Y,30-12-1899 09:36:00,Streaming,1,22
Greg,Y,30-12-1899 00:06:15,ID2153,2021-02-07,Y,30-12-1899 09:30:14,Streaming,1,51
Greg,Y,30-12-1899 00:04:25,ID3407,2021-03-01,Y,30-12-1899 12:46:05,Streaming,1,100
Greg,Y,30-12-1899 00:01:56,ID3871,2021-03-09,Y,30-12-1899 11:03:50,Streaming,1,119
Greg,Y,30-12-1899 00:04:24,ID4456,2021-03-20,Y,30-12-1899 15:41:46,Streaming,1,21
Greg,Y,30-12-1899 00:06:41,ID4691,2021-03-24,Y,30-12-1899 17:28:19,Streaming,1,102
Jim,Y,30-12-1899 00:04:48,ID2692,2021-02-16,Y,30-12-1899 16:14:53,Streaming,1,65
Jim,Y,30-12-1899 00:05:05,ID3010,2021-02-22,Y,30-12-1899 12:04:19,Streaming,1,21
Jim,Y,30-12-1899 00:02:26,ID3228,2021-02-26,Y,30-12-1899 11:03:50,Streaming,1,40
Jim,Y,30-12-1899 00:02:57,ID3508,2021-03-02,Y,30-12-1899 17:05:17,Streaming,1,13
Joe,Y,30-12-1899 00:02:17,ID2375,2021-02-11,Y,30-12-1899 10:23:31,Streaming,1,93
Joe,Y,30-12-1899 00:06:54,ID2811,2021-02-18,Y,30-12-1899 13:48:00,Streaming,1,111
Joe,Y,30-12-1899 00:02:56,ID3243,2021-02-26,Y,30-12-1899 14:51:22,Streaming,1,39
Joe,Y,30-12-1899 00:04:56,ID3299,2021-02-27,Y,30-12-1899 13:39:22,Streaming,1,103
Joe,Y,30-12-1899 00:02:48,ID3526,2021-03-03,Y,30-12-1899 10:59:31,Streaming,1,56
Joe,Y,30-12-1899 00:01:18,ID3938,2021-03-10,Y,30-12-1899 15:24:29,Streaming,1,113
Joe,Y,30-12-1899 00:02:54,ID4599,2021-03-23,Y,30-12-1899 11:45:36,Streaming,1,13
Martha,Y,30-12-1899 00:02:23,ID2816,2021-02-18,Y,30-12-1899 14:52:48,Streaming,1,40
Martha,Y,30-12-1899 00:02:44,ID2869,2021-02-19,Y,30-12-1899 17:21:07,Streaming,1,108
Martha,Y,30-12-1899 00:04:20,ID3391,2021-03-01,Y,30-12-1899 09:15:50,Streaming,1,112
Martha,Y,30-12-1899 00:02:02,ID3751,2021-03-06,Y,30-12-1899 17:22:34,Streaming,1,17
Martha,Y,30-12-1899 00:01:14,ID3984,2021-03-11,Y,30-12-1899 12:38:53,Streaming,1,102
Stewart,Y,30-12-1899 00:06:10,ID1206,2021-01-22,Y,30-12-1899 14:22:34,Streaming,1,92
Stewart,Y,30-12-1899 00:06:00,ID1873,2021-02-02,Y,30-12-1899 15:48:58,Streaming,1,88
Stewart,Y,30-12-1899 00:00:44,ID2002,2021-02-04,Y,30-12-1899 14:47:02,Streaming,1,82
Stewart,Y,30-12-1899 00:01:27,ID2142,2021-02-06,Y,30-12-1899 17:02:24,Streaming,1,63
Stewart,Y,30-12-1899 00:05:01,ID2562,2021-02-14,Y,30-12-1899 13:46:34,Streaming,1,80
Stewart,Y,30-12-1899 00:05:20,ID3284,2021-02-27,Y,30-12-1899 10:16:19,Streaming,1,121
Stewart,Y,30-12-1899 00:04:04,ID3529,2021-03-03,Y,30-12-1899 12:57:36,Streaming,1,36
Stewart,Y,30-12-1899 00:02:09,ID3588,2021-03-04,Y,30-12-1899 11:09:36,Streaming,1,11
Stewart,Y,30-12-1899 00:06:26,ID4991,2021-03-31,Y,30-12-1899 13:46:34,Streaming,1,73
Becky,Y,30-12-1899 00:06:58,ID1662,2021-01-30,Y,30-12-1899 12:44:38,Streaming,2,69
Becky,Y,30-12-1899 00:00:44,ID3312,2021-02-27,Y,30-12-1899 15:25:55,Streaming,2,48
Becky,Y,30-12-1899 00:04:14,ID3804,2021-03-08,Y,30-12-1899 09:57:36,Streaming,2,27
Becky,Y,30-12-1899 00:01:55,ID3996,2021-03-11,Y,30-12-1899 13:56:38,Streaming,2,75
Becky,Y,30-12-1899 00:00:46,ID4350,2021-03-18,Y,30-12-1899 13:49:26,Streaming,2,104
Dan,Y,30-12-1899 00:03:06,ID1317,2021-01-24,Y,30-12-1899 13:13:26,Streaming,2,33
Dan,Y,30-12-1899 00:02:33,ID1486,2021-01-27,Y,30-12-1899 13:09:07,Streaming,2,84
Dan,Y,30-12-1899 00:06:51,ID1708,2021-01-30,Y,30-12-1899 17:25:26,Streaming,2,38
